Code,name,latitude,longitude
6090,Métro Lucien-L'Allier  (Lucien l'Allier / Argyle),45.49487159597493,-73.57112377882004
6091,Joseph-Manseau / René-Lévesque,45.491686521008035,-73.57676714658737
6092,Crescent / Ste-Catherine,45.497092016878234,-73.57554942369461
6093,Atwater / Sherbrooke,45.4912258547597,-73.58763009309769
6094,de Gaspé / Fairmount,45.525669,-73.593016
6095,Chomedey / de Maisonneuve,45.491800276787224,-73.58400642871855
6096,Lucien L'Allier / St-Jacques,45.49356916133978,-73.56857568025589
6097,Ste-Catherine / St-Marc,45.492897397177465,-73.58029425144196
6098,Bishop / Ste-Catherine,45.49642,-73.57616
6099,Ste-Catherine / Labelle,45.51506508398211,-73.55922952294348
6100,Mackay / de Maisonneuve,45.49659,-73.57851
6101,Métro Villa-Maria (Décarie / de Monkland),45.479483,-73.61979
6102,Lincoln / du Fort,45.493034,-73.583836
6103,Lespérance / de Rouen,45.538799,-73.552496
6104,Wolfe / René-Lévesque,45.51681750463149,-73.5541883111
6105,Plessis / René-Lévesque,45.51937252291976,-73.55195805430411
6106,Papineau / René-Lévesque,45.52114,-73.54926
6107,St-Mathieu / Ste-Catherine,45.493718,-73.579186
6108,Logan / Fullum,45.528448693514136,-73.55108499526978
6109,Quai de la navette fluviale,45.513741443172,-73.53838205337523
6110,Poupart / Ste-Catherine,45.52903307037075,-73.54634821414948
6111,Parthenais / Ste-Catherine,45.52620038317685,-73.54926645755768
6112,Montcalm / de Maisonneuve,45.51909220007164,-73.55784952640533
6113,Alexandre-DeSève / de Maisonneuve,45.5219,-73.55534
6114,Métro Papineau (Cartier / Ste-Catherine),45.52353,-73.55199
6115,Benny / de Monkland,45.466914254987394,-73.6317041516304
6116,Plessis / Ontario,45.52349210923463,-73.56073021888733
6118,de Champlain / Ontario,45.52504753729988,-73.56003552675247
6119,Dorion / Ontario,45.52697,-73.558021
6120,Métro Frontenac (Ontario / du Havre),45.5336609,-73.5521968
6121,du Havre / de Rouen,45.53456256501449,-73.55478646466509
6122,Logan / d'Iberville,45.53057,-73.54913
6123,Alexandre-DeSève / la Fontaine,45.52327641182773,-73.55821833014488
6124,Poupart / Ontario,45.53193889278052,-73.55343863368034
6125,Ellendale / de la Côte-des-Neiges,45.499757,-73.629298
6126,de Rouen / Fullum,45.53217,-73.55859
6127,Henri-Julien / de Castelnau,45.537877,-73.618323
6128,Hogan / Ontario,45.535295480380306,-73.55116009712219
6129,de Bordeaux / Sherbrooke,45.52997069129102,-73.56305301189423
6130,Sherbrooke / Frontenac,45.5367,-73.56081
6131,Fullum / Sherbrooke,45.533924,-73.562425
6132,Larivière / de Lorimier,45.5291345371163,-73.55923354625702
6133,Terrasse Mercure / Fullum,45.535690028316374,-73.56592297554016
6134,Bercy / Rachel,45.53840340979245,-73.56196403503418
6136,Métro Laurier (Rivard / Laurier),45.52761627,-73.5891147
6137,Gauthier / Papineau,45.529630594126424,-73.56741227209568
6138,Gauthier / de Lorimier,45.53167355364312,-73.56541335582732
6139,Gauthier / Parthenais,45.53292625574653,-73.56377989053726
6140,Marquette / Rachel,45.5298015824607,-73.5702896118164
6141,des Érables / Marie-Anne,45.53466419792476,-73.56950238347052
6142,Calixa-Lavallée / Rachel,45.527794785525096,-73.57193917036057
6143,Rachel / de Brébeuf,45.52689,-73.57264
6145,du Parc-La Fontaine / Duluth,45.52451761488783,-73.57197672128677
6146,du Parc-La Fontaine / Roy,45.523170471388234,-73.56901288032532
6147,Calixa-Lavallée / Sherbrooke,45.52479,-73.56545
6148,Émile-Duployé / Sherbrooke,45.52729,-73.56463
6149,Chapleau / du Mont-Royal,45.53867,-73.56936
6150,Messier / du Mont-Royal,45.53711414,-73.5710031
6151,Parthenais / du Mont-Royal,45.53642275285349,-73.57099771499634
6152,Chabot / du Mont-Royal,45.53418509490266,-73.57358872890472
6153,Cartier / Marie-Anne,45.532674,-73.571776
6154,Marquette / du Mont-Royal,45.53229,-73.57544
6155,Garnier / du Mont-Royal,45.53092,-73.57674
6156,Marie-Anne / de la Roche,45.52775814390426,-73.57618510723114
6157,de la Roche / du Mont-Royal,45.52875779392618,-73.57867956161499
6158,Gilford / de Brébeuf,45.53081622781595,-73.58162596821785
6160,Garnier / St-Joseph,45.5329774553515,-73.58122229576111
6161,Cartier / St-Joseph,45.53582823686429,-73.57869029045105
6163,Marquette / Laurier,45.53543,-73.5822
6164,Chambord / Laurier,45.532993895581704,-73.58441412448883
6165,de Brébeuf / Laurier,45.53259234158342,-73.58519464731215
6166,de Brébeuf / St-Grégoire,45.5341,-73.58852
6167,Marquette / St-Grégoire,45.53703,-73.58584
6168,Marmier / St-Denis,45.530871318676006,-73.59834551811218
6169,Boyer / du Mont-Royal,45.527432126380575,-73.57991673052311
6170,de Mentana / Laurier,45.53045006508681,-73.58763813972473
6171,Wolfe / Robin,45.51958082831579,-73.5601159930229
6173,Berri / Cherrier,45.51908844137639,-73.56950908899307
6174,Roy / St-Denis,45.51908,-73.5727
6175,St-André / Cherrier,45.52045846916013,-73.56757521629333
6176,de Mentana / Rachel,45.524963239803235,-73.57555881142616
6177,St-Hubert / Duluth,45.522425652788634,-73.57418417930603
6178,Rivard / Rachel,45.5222776,-73.5775906
6179,Duluth / St-Denis,45.52060423232697,-73.57598394155502
6180,St-Dominique / René-Lévesque,45.509418366717604,-73.56135785579681
6181,Clark / Rachel,45.5173538,-73.58212888
6182,de Bullion / du Mont-Royal,45.521484558655224,-73.58498007059097
6183,Laval / du Mont-Royal,45.5223645775784,-73.58414590358734
6184,Métro Mont-Royal (Rivard / du Mont-Royal),45.524673,-73.58255
6185,des Érables / Bélanger,45.54912085535069,-73.60087350010872
6186,St-André / Laurier,45.52955900967215,-73.5876018932322
6187,Resther / du Mont-Royal,45.52562819123256,-73.58177483081818
6188,de Mentana / Marie-Anne,45.526026565221414,-73.57785880565643
6189,Chabot / Everett,45.55072306022627,-73.60957056283951
6190,Pontiac / Gilford,45.527009334270645,-73.58576595783234
6191,St-Zotique / Clark,45.531401,-73.612674
6192,Berri / St-Grégoire,45.529802,-73.591766
6193,de l'Esplanade / Fairmount,45.521495,-73.596758
6194,Métro Atwater (Atwater / Ste-Catherine),45.48947622882084,-73.58456566929817
6195,de Bullion / St-Joseph,45.5240365462478,-73.59014332294464
6196,Villeneuve / St-Laurent,45.52134173413233,-73.58941912651062
6197,de Bordeaux / Masson,45.53898439552301,-73.5824453830719
6198,Hélène-Baillargeon / St-Denis,45.52974,-73.59527
6199,St-Viateur / St-Laurent,45.52593073022709,-73.59883904457092
6200,Maguire / St-Laurent,45.524628485592636,-73.5958108305931
6201,Villeneuve / de l'Hôtel-de-Ville,45.52354419830203,-73.58733236789703
6202,Ste-Famille / Sherbrooke,45.51007154847701,-73.57075229287146
6203,Hutchison / Sherbrooke,45.50781,-73.57208
6204,Milton / Durocher,45.5081439,-73.57477158
6205,Milton / du Parc,45.50971,-73.57354
6206,Prince-Arthur / du Parc,45.51059,-73.57547
6207,Ste-Famille / des Pins,45.51283174510449,-73.57688784599304
6208,Hutchison / des Pins,45.51069,-73.57805
6209,Milton / Clark,45.51254135285248,-73.57067719101906
6210,Métro Sauvé (Berri / Sauvé),45.550692068419764,-73.65636706352234
6211,Roy / St-Laurent,45.515616239398405,-73.57580825686453
6212,Duluth / de l'Esplanade,45.51509198406273,-73.58114182949066
6213,Duluth / St-Laurent,45.51687640567004,-73.57946008443832
6214,Square St-Louis (du Square St-Louis / Laval),45.516090801970655,-73.5701286792755
6215,St-Cuthbert / St-Urbain,45.51482122065589,-73.57829600572586
6216,Parc Jeanne Mance (monument sir George-Etienne Cartier),45.51496,-73.58503
6217,Vallières / St-Laurent,45.518967223320054,-73.5836161673069
6218,Prince-Arthur / St-Urbain,45.51258740220925,-73.57373893260956
6219,de l'Hôtel-de-Ville / Roy,45.51733310325783,-73.57443630695343
6220,Laval / Duluth,45.519216236873945,-73.57718020677567
6221,du Mont-Royal / Clark,45.51941,-73.58685
6222,de l'Esplanade / du Mont-Royal,45.51825290855221,-73.5883381962776
6223,du Mont-Royal / du Parc,45.517,-73.589
6224,Villeneuve / du Parc,45.51829,-73.59235
6225,Villeneuve / St-Urbain,45.520188,-73.590559
6226,Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain),45.575707,-73.561562
6227,de l'Esplanade / Laurier,45.521116220989526,-73.59478354454039
6228,Waverly / Van Horne,45.527363,-73.607723
6229,Coloniale / du Mont-Royal,45.5211613236904,-73.5856157541275
6230,Waverly / St-Viateur,45.5238561444472,-73.60012650489807
6231,Jeanne-Mance / St-Viateur,45.523026476635074,-73.60184043645859
6233,Bernard / Jeanne-Mance,45.5242864769531,-73.60497325658798
6234,Bernard / St-Urbain,45.526334191337256,-73.60324189066887
6235,St-Dominique / St-Viateur,45.52655700191558,-73.5982757806778
6236,Laurier / de Bordeaux,45.53725879867612,-73.57917040586472
6237,Gilford / de Lanaudière,45.53200800170645,-73.58044445514679
6240,Parc Kent (de Kent / Hudson),45.5057209331225,-73.62945914268494
6241,Hutchison / Fairmount,45.51951505168392,-73.59851717948914
6243,Bloomfield / Bernard,45.52068774,-73.6084279
6245,Bloomfield / Van Horne,45.5225858,-73.61265779
6246,Métro Outremont (Wiseman / Van Horne),45.52027053865367,-73.61484915018082
6247,St-Dominique / St-Zotique,45.53228145673193,-73.61099146306515
